"","Control1","Control2","Control3","M1","M2","M3"
"Unc119",22.175238,31.171516,17.813218,33.507908,26.899617,31.798246
"Foxn1",0,0,0,0,0,0
"Spag5",0.186813,0.383504,0.325007,0.125719,0.292194,0.162129
"Supt6",9.107836,12.400508,13.897114,10.836864,9.224535,12.84565
"Kcnj11",8.50685,9.039721,6.186079,5.556323,9.154279,7.520502
"Ppp1r15b",19.667116,17.318752,22.486814,20.170612,20.950607,24.481911
"Col20a1",0.393237,0.308982,0.487248,0.34142,0.366713,0.701891
"Clasp1",3.806034,3.787055,4.506019,3.115853,2.972182,4.81118
"Lrrc51",7.918426,8.018645,9.413371,10.79607,10.023629,8.440907
"2410137M14Rik",0.061518,0,0,0,0,0
"NewGene_5876",0,0.509972,0,0.081318,0,0
"Olfr857",0,0,0,0,0,0
"NewGene_5874",1.317594,1.874238,2.89229,2.385429,1.653063,1.989442
"NewGene_5871",0,0.443531,0.031914,0,0.133085,0
"NewGene_5878",0,0.296317,0.321994,0.165185,0,0
"NewGene_5879",0,0.147392,0.161715,0.44128,0.121755,0
"AK157302",2.341624,1.571569,1.768305,3.28843,3.636716,3.905904
"Olfr316",0,0,0,0,0,0
"Krtap1-3",0,0,0,0,0,0
"Olfr91",0,0,0,0,0,0
"Gm11939",0,0,0,0,0,0
"Gm12355",0.057686,0.086879,0.173878,0.230791,0.178856,0.342606
"Ankrd63",0,0.039408,0,0.025755,0,0.036533
"Gm9611",0,0,0,0,0,0
"Ralgps1",0.883486,1.257681,1.492679,0.989884,0.65325,1.030723
"Dnajc7",29.049654,31.387283,33.841255,28.874159,33.474621,26.462776
"Zfp385c",0.051282,0.119797,0.196159,0.21837,0.085736,0.178759
"Srsx",0,0,0,0,0,0
"Sgca",15.936656,13.325675,14.559484,11.282305,20.450504,14.707999
"Irx2",23.479012,45.791447,13.145174,16.850029,7.6361,10.556221
"Col1a1",21.58625,19.344755,63.350475,64.101021,30.175129,81.128876
"Itga3",3.033497,5.51389,4.371449,4.132596,2.989362,5.31527
"Map1s",3.625184,4.377444,3.112294,4.769399,3.957086,4.911994
"Bend4",0.108019,0.086625,0.216017,0.106853,0.059548,0.216853
"NewGene_5589",0,0,0.22868,0.046363,0,0.226394
"Gm5796",0.183094,0.481409,0.172041,0.257933,0.196837,0.07882
"Olfr675",0,0,0,0,0,0
"Amy2a4",0,0,0,0,0,0
"Atad5",0.202916,0.294625,0.335757,0.299719,0.188953,0.271547
"NewGene_1555",0.376873,0.185505,0.460854,0.510191,0.084462,0.486274
"Bnip3l",34.678389,38.068789,44.542313,45.077592,38.237498,37.396726
"NewGene_1557",0,0,0,0.084577,0.087407,0.188407
"NewGene_1556",0,0.084579,0.178328,0.211738,0,0
"NewGene_1550",0,0.109924,0,0,0.22477,0
"NewGene_1553",0,0.0613,0,0,0.454462,0
"Tbkbp1",5.906461,5.782095,4.055759,4.482878,7.718044,5.99569
"Draxin",0,0.016409,0.038648,0,0.01901,0.050483
"NewGene_5580",0.232007,0.530911,0.266258,1.073823,0.19662,0.282146
"Ppp2r2a",14.081829,15.140386,21.446382,15.772406,14.70122,15.854188
"NewGene_6019",0,0,0,0,0,0.32917
"NewGene_6018",0,0.405389,0.350995,0.913731,0.470844,0.204791
"NewGene_5586",0.099561,0.382602,0.134726,0.098657,0.195395,0.192978
"NewGene_6016",0.394315,0.45961,0.539074,0.584246,0.624353,0.571881
"NewGene_6013",0,0.148832,0,0,0,0
"NewGene_6012",0.086381,0.283097,0,0.169583,0.238936,0.176341
"Kif19a",0.853906,0.650395,1.000732,0.452248,0.314381,0.904532
"Aldh3a2",13.93388,14.831988,23.830844,16.599329,15.505841,19.52454
"Adamdec1",3.072718,5.206161,0.120803,0.030012,0.195602,0.991353
"NewGene_3025",0,0.099974,0,0,0,0.164585
"Gm6993",0,0,0,0,0,0
"Gm21317",0,0,0,0,0,0
"Pou6f1",3.966765,4.394908,3.771472,3.324223,4.129386,3.981281
"C330021F23Rik",1.624847,2.495794,1.039058,1.815087,1.798784,1.266642
"Tacc1",14.013033,13.422398,19.066122,19.833945,17.565839,18.955199
"Defa37",0,0,0,0,0,0
"Vmn1r181",0,0,0,0.074459,0,0
"Gm6763",0,0,0,0,0,0
"Acaa1b",41.037464,42.506287,18.872686,19.55752,48.367741,25.981056
"Lmntd1",0,0.086912,0.086208,0.061531,0.026529,0.017089
"Zfp647",1.411248,1.010728,0.926429,1.136464,0.791994,1.284389
"Sntb2",3.330899,4.021657,6.527774,3.806598,2.703604,4.018029
"Nkx6-2",0,0,0,0,0,0
"Gtf3c3",3.865291,4.640049,5.309711,3.557078,3.549129,4.944128
"Cftr",0.008207,0.004964,0,0,0,0
"Rnf17",0,0,0,0.015267,0,0
"NewGene_2774",0,0.149496,0.173139,0.373498,0,0
"NewGene_2777",0.127438,0.584554,0.17614,1.005623,0.319932,0.722691
"NewGene_2770",0.346324,0,0,0,0,0
"NewGene_2771",23.199762,27.793995,22.349751,28.702305,25.148245,13.191212
"Tnfsf11",0,0.056979,0.06724,0.462661,0,1.401403
"Epsti1",1.78909,3.64646,3.897839,2.846948,1.52201,5.49534
"Akap11",2.806466,3.356417,4.463953,3.069838,2.475325,1.742525
"Tsc22d1",68.349681,94.331807,72.469524,79.732172,72.732609,78.376826
"Dnajc15",34.84007,22.882422,28.431162,35.036217,53.206797,39.140581
"Enox1",0.47388,0.91657,1.320368,0.896605,0.44676,1.354978
"Tdrd3",6.765616,6.470972,8.933002,5.750011,5.923539,5.553436
"Rgcc",105.43985,106.488365,106.992355,211.659409,159.68309,171.269135
"Olfr307",0,0,0,0,0,0
"Cdca7",1.888022,2.855836,2.313675,2.470574,2.067113,3.746926
"NewGene_5097",0.275725,0.129873,0,0.121344,0,0
"NewGene_5090",0,0.239765,0,0,0,0
"Prpsap2",8.17845,9.778273,9.769028,9.31375,8.01094,9.696281
"Myo19",2.217457,2.29017,2.921601,2.772757,2.640512,3.290976
"Znhit3",7.255198,7.891883,7.358436,8.34285,8.2543,7.05762
"Ppm1d",3.918852,5.267985,5.712178,3.703094,2.861319,4.235158
"Gria1",0,0.039976,0.089549,0.074729,0.00713,0.064902
"NewGene_5098",0,0,0.167613,0,0.150118,0
"Mfap3",3.65196,4.796652,5.297308,3.310788,3.081856,4.353102
"Rnft1",7.390149,8.16503,10.138635,8.125605,6.157512,5.919763
"Galnt10",4.673091,6.837362,4.341597,3.238174,3.209997,4.815191
"Olfr907",0,0,0,0,0,0
"Gm21103",0,0,0,0,0.013248,0
"Gm20777",0,0,0,0,0,0
"Gm21973",0,0,0,0,0,0
"Cldn34a",0,0,0,0,0,0
"Cphx3",0,0,0,0,0,0
"Defa32",0,0,0,0,0,0
"Olfr53",0,0,0,0,0,0
"Atp6v1c2",3.923517,7.725222,3.792403,3.617122,2.703872,4.111424
"Pard3b",0.837195,1.004503,1.733178,0.904447,0.757138,1.294578
"Lypd8",0,0,0,0,0,0
"Sh3bp5l",10.236415,11.17673,7.477077,8.801635,10.014073,9.613934
"Pde8a",11.665405,7.628782,14.108541,10.670497,14.013454,13.27805
"Ldoc1",0.033172,0,0.103394,0.014102,0,0
"Gnai1",20.530495,22.361099,54.32687,39.752052,27.904432,34.417198
"Stil",0.0931,0.040984,0.073253,0.046119,0.042797,0.021616
"Cmpk1",30.909215,25.875143,26.528427,28.369891,31.228494,22.368193
"Atpaf1",7.259174,6.191337,5.526531,4.345404,9.665148,6.265662
"Nptx1",0.009916,0.073936,0.17616,0.161513,0.024657,0.111112
"Cyp4a31",0,0,0,0,0,0
"Cyp4b1",27.127545,38.016717,41.917016,41.928544,46.65865,44.538612
"Cyp4a14",0.018266,0,0.020146,0.024244,0.04705,0
"Pdzk1ip1",5.298571,10.999812,1.786247,3.488038,2.305508,2.565117
"Pla2g2e",1.384985,0.343182,0.299113,0,0.672773,0.253816
"Polg",6.04193,6.402382,6.922254,6.22308,6.93882,7.417391
"1700003H04Rik",0,0,0,0,0,0
"Mogat2",2.723111,3.595653,2.248752,4.694847,2.960493,3.055273
"Acot4",1.785138,2.347254,3.615013,3.442221,4.415852,2.541876
"Fam229a",0,0.416617,0,0,0,0
"Tbc1d19",4.160552,5.556945,7.96086,6.486707,4.896659,6.320509
"Tekt5",0,0,0.027889,0,0,0
"NewGene_4324",0,0,0.167613,0,0.259095,0
"NewGene_4326",0,0.122169,0,0.317572,0.074838,0
"NewGene_4321",0.290846,0.389412,0.129447,0.105047,0.212189,0
"NewGene_4320",0.099854,0,0,0.255586,0,0
"Gm10217",0,0,0,0,0,0
"Slc18a2",0.596748,0.696116,1.195816,0.977139,0.698706,0.731523
"Ccdc172",0,0,0,0,0,0
"Pnliprp2",0,0,0,0,0,0
"Hspa12a",3.406788,4.00798,11.188281,6.034635,3.4726,6.423601
"Olfr1238",0,0,0,0,0,0
"Psmd6",47.14616,48.182957,53.857708,49.577858,50.934856,49.994667
"Mrps30",13.706042,11.796464,11.470059,12.013839,14.181897,13.451461
"Hcn1",0.040487,0.01891,0.042398,0.045969,0.031989,0
"Slc4a7",1.614319,1.616432,3.05348,1.945495,1.455481,1.698216
"Fgf10",4.116004,6.245892,20.343485,12.875586,6.213652,11.31973
"Atxn7",2.905764,3.253164,3.612581,2.591862,2.228516,2.253475
"Pawr",5.72979,7.502928,5.186621,5.045438,3.595281,4.550316
"Zhx3",2.890369,3.125113,5.424583,3.784499,3.603837,4.229556
"Pcdha1",0.169082,0,0,0.205029,0.519529,0
"AI182371",0.027242,0.126879,0.200864,0.208809,0.106651,0.23504
"Gm3435",4.510758,4.112796,5.680632,4.975312,5.772441,5.511898
"Hykk",0.700387,0.940701,1.535156,0.765634,0.505113,0.939391
"NewGene_5660",0.040104,0.278385,0.665953,0.292108,0.554677,0.140812
"4931428L18Rik",0,0.139954,0.715847,0.673513,0.334701,0.437625
"Fbxo31",17.756461,15.851268,17.161195,24.564591,20.751949,26.932176
"Iqcb1",3.105305,4.526518,3.734792,3.752076,2.942272,2.809688
"Mylk",8.128581,10.403661,10.193419,6.699798,5.296411,8.133607
"Ccdc14",0.3984,0.629995,0.681447,0.40889,0.298237,0.290899
"Ropn1",0,0,0,0,0,0
"Hcls1",4.9207,6.242239,6.458025,6.659103,3.786733,10.317636
"Eaf2",2.040044,2.053354,1.13361,1.832507,1.421315,1.571298
"Myl6b",21.257069,4.624916,8.792705,5.387681,14.131476,5.466762
"Trub2",7.739925,8.830558,6.594143,7.623927,8.008113,9.258941
"Wdr70",4.58603,5.456999,4.468432,5.3631,6.456078,6.666696
"NewGene_327",0.102913,0.218016,0.253161,0.242494,0.132669,0
"NewGene_324",29.16045,63.153545,27.130041,56.288654,26.291918,25.730597
"NewGene_325",0.091965,0.215925,0,0.374147,0.272519,0.425235
"NewGene_322",0,0.269344,0,0,0,0
"NewGene_323",7.021491,5.91121,7.678073,7.004961,5.828692,8.217584
"Coa6",23.982132,22.832654,14.380171,25.460594,26.040602,18.870254
"NewGene_328",0,0,0.241771,0,0,0
"NewGene_329",0,0.101139,0.139288,0.147355,0.460909,0.066662
"Ccnd1",5.627756,8.34781,16.030293,10.774096,12.102077,11.90485
"Hnrnph3",10.301897,14.248345,12.181105,13.978478,11.063806,11.672781
"Slc5a8",0.590383,1.227071,0.411372,0.744116,0.137969,0.372331
"Sirt1",3.88843,5.5759,6.529833,5.091619,3.986507,3.668055
"Mybpc1",110.814158,65.355432,129.04836,44.86896,99.143102,103.549779
"Sox11",0.011414,0.013689,0.025996,0.027183,0.0095,0.051667
"Mypn",9.422006,8.628506,12.32155,7.121755,13.0825,12.146869
"Herc4",7.318785,9.300785,12.043913,7.958433,6.333792,8.281379
"Hsf5",0,0,0,0,0,0
"Cabp7",0.026208,0.132368,0.116096,0.056932,0.264757,0.088591
"Pdilt",0.316058,0,0,0,0,0
"Umod",0,0,0,0,0,0
"Eef1akmt2",7.546382,6.13117,9.400259,8.525459,6.313956,5.783766
"Trim21",5.213566,8.287205,6.527228,4.010357,3.416489,6.106945
"Zranb1",7.581596,10.519211,8.879777,9.747883,8.143656,5.935592
"Abraxas2",8.837756,9.522252,10.465305,8.162868,9.096372,8.721773
"Sars2",8.130028,6.545264,5.990283,5.016879,8.489011,6.654152
"Cntnap5a",0,0,0,0,0,0
"Ankrd46",22.109342,24.387076,26.298236,29.06931,21.843769,30.958621
"Utp3",14.410898,18.266068,18.085176,18.444912,13.283617,15.729349
"5830473C10Rik",0,0,0,0,0,0
"Runx3",0.390032,0.199675,0.259706,0.154971,0.153795,0.91021
"Ppan",5.720743,9.803337,8.907904,13.634025,10.295,9.392097
"Olfr1437",0,0,0,0,0,0
"Zfp994",0.854429,1.038597,0.759016,1.367948,0.552885,0.545976
"Fuk",1.886849,3.009515,1.67774,2.221903,1.769958,2.357453
"Acbd6",19.987189,17.797687,7.160843,14.854663,19.228753,14.588815
"Lrrc24",0.572927,0.303708,0.208339,0.438011,0.823463,0.344277
"Smyd5",7.819938,10.236392,6.208879,6.091012,5.353141,7.078022
"Stard9",1.198452,1.56513,1.088194,0.747704,0.781432,0.864966
"NewGene_582",0,0.609925,0,0,0,0.211596
"NewGene_583",0.383181,0.160163,0.222646,0.325619,0,0.062275
"NewGene_581",0,0.254516,0,0.135377,0,0
"NewGene_587",0.082975,0.043837,0.114078,0.285917,0.172136,0.144077
"NewGene_584",0,0.091815,0,0.134474,0,0
"NewGene_585",0.089084,0.913683,0.016251,0.080379,0.081739,0.037925
"NewGene_588",6.656165,12.95718,2.217335,1.22495,0.834067,0.567022
"NewGene_589",1.872063,1.386996,3.457296,1.545699,1.087808,2.41299
"Acp7",0,0,0,0,0,0
"Tedc1",0.237824,0.531994,0.188625,0.259473,0.056346,0.465373
"Klf10",19.634305,33.595934,20.144156,28.801379,15.824649,15.889094
"Fbxo27",0.817629,1.052443,1.567269,1.414017,0.922405,1.306159
"Ints7",2.976248,4.059645,4.231089,4.021033,2.52832,4.596561
"Lgals9",22.380734,27.469754,34.038036,24.468514,23.766151,33.914902
"Lelp1",0,0,0,0,0,0
"Sprr2j-ps",0,0,0,0,0,0
"Lce1b",0,0,0,0,0,0
"Tbc1d9",1.351757,1.952308,2.532826,1.653441,0.892466,2.312302
"Tecr",218.571581,208.788467,212.6687,279.985784,233.38875,294.461227
"Rfx1",2.764296,4.581779,2.389562,3.520152,2.620625,3.665779
"Dnaja2",45.438869,47.243858,56.939175,45.090336,46.596001,44.733788
"Gpt2",57.966336,58.935612,83.575182,82.235526,57.133074,81.738848
"Itfg1",23.598835,23.495256,34.713936,23.547491,22.567982,25.437738
"Nckap5l",0.912723,1.326092,1.330271,1.048139,1.07465,1.423327
"Fmnl3",5.07268,5.774889,5.169138,4.289282,5.389029,5.660265
"Tuba1b",121.987488,166.798203,185.323456,208.655243,122.665894,218.354797
"Prpf40b",5.018009,7.560045,5.035364,5.787408,6.480839,5.554257
"BC100530",0.165439,0,0,0,0,0
"Dhh",0.921466,0.517232,0.971961,0.697787,1.044446,1.072547
"Bicd1",0.116637,0.110285,0.210403,0.106787,0.066195,0.041389
"Stfa1",0,0,0,0,0,0
"Ndufb3",120.028412,86.890625,68.272293,124.573357,168.928085,110.438141
"Cflar",10.455578,12.786153,16.361035,11.017134,9.294243,10.291063
"Orc2",5.233611,4.408441,7.337626,6.022142,4.475455,5.667084
"Nif3l1",5.116597,5.2151,5.259641,4.954747,5.102174,5.670906
"Ppil3",9.196651,10.422323,11.179821,12.460077,8.70777,12.758046
"Clk1",21.975307,48.428974,35.17583,38.741975,26.644897,15.57122
"Sgo2a",0.361253,0.374473,0.31456,0.158809,0.168739,0.184546
"Nipsnap1",7.683259,7.29603,4.697596,4.897651,6.714662,6.387817
"Mmp14",17.136097,24.562099,23.947561,20.869513,11.707631,27.340092
"Evpl",0.473077,1.161593,0.658718,0.327182,0.725758,0.384805
"Fbxo36",3.896325,6.394904,6.527066,5.608809,4.905002,6.713649
"Gm10553",0,0,0,0.012622,0,0.016274
"Rab18",26.944753,26.264912,22.492553,18.828974,18.479521,19.250963
"Polr1a",2.944946,3.275843,5.346561,3.518119,2.932191,4.374314
"Fzd9",4.292007,2.729821,2.216547,1.582314,3.229872,1.710307
"Clip1",15.093674,13.141935,22.829709,12.818837,14.497902,16.010663
"Lingo1",0.274949,1.095044,0.45188,0.911474,0.674252,0.910135
"Tmie",0.908249,1.196017,1.008612,1.109771,0.881096,1.314022
"NewGene_2646",0.240903,0.092766,0.229471,0.185285,0.143102,0.708093
"Pcgf1",3.137439,6.505683,3.009555,7.297506,5.061566,4.081297
"Nkain2",0.18123,0.035355,0.316173,0.172313,0.102366,0.151191
"Gm10272",0,0,0,0,0,0
"Krtap10-4",0,0,0,0,0,0
"Krtap12-1",0,0,0,0,0,0
"Tspear",0.131408,0.341036,0.038237,0.046511,0.032331,0.074218
"Gm11733",0,0,0,0,0,0
"Usp27x",0.567195,0.663605,0.675265,0.753429,0.358687,0.44324
"Plekha4",3.666803,3.117487,4.760239,3.874871,2.629333,4.113819
"C87977",0,0,0,0,0,0
"Mtss1",14.634669,16.791495,12.212682,11.38904,15.726371,13.153264
"Washc5",9.898468,10.224182,13.631705,8.246943,8.878345,10.864374
"Sqle",17.161081,13.514947,10.560105,14.391437,9.049782,15.213564
"Klhl38",4.406604,3.612954,1.589676,2.63641,1.868264,3.833599
"Ndufb9",457.871613,298.685303,202.504715,355.166931,608.128723,408.614594
"Fbxo32",12.035459,15.132958,7.027849,7.401059,3.758735,7.083414
"Wdyhv1",7.027927,6.990163,5.567793,5.991474,6.431352,6.537472
"Mgst1",660.661987,723.914226,670.187241,728.886641,633.932557,640.013616
"Ano8",4.091222,4.929292,4.248177,4.104151,4.868335,5.064178
"Ankrd27",5.424972,6.513112,8.519142,6.611518,6.227459,6.515704
"Card19",37.490589,37.574345,26.657537,26.334576,53.581375,33.974079
"Whamm",4.858548,6.77288,6.423616,5.626745,4.671315,6.697072
"Lkaaear1",0,0,0,0,0,0
"4930402K13Rik",0,0,0,0,0,0
"Ccdc149",1.41502,1.883787,1.133566,0.720385,0.613061,0.884349
"Olfr578",0,0,0,0,0,0
"Ulbp1",0.156326,0.177467,0.137686,0.105183,0.11863,0.073918
"Pcdha11",0,0,0.2334,0,0,0.02011
"Cldn34c4",0,0,0,0,0,0
"Rnf224",0.040166,0,0,0.009926,0,0
"Gm14435",0.114261,0.069854,0.308944,0.136047,0.221692,0.046211
"Ccdc159",0.952958,0.964726,1.315216,1.594574,1.599616,1.75961
"Fbxo38",6.619137,7.629086,9.533322,5.900128,5.260242,7.659867
"Abhd14a",7.877242,10.407719,7.97278,10.786144,9.015843,11.402377
"Zfand4",0.178295,0.229697,0.234595,0.220379,0.128187,0.132486
"Sprr2d",0,0,0,0,0,0
"Bag2",6.891132,6.776499,5.245401,4.265432,6.709134,6.366287
"Sgsm1",0.685697,0.815319,0.804335,0.529704,0.338135,0.762344
"Olfr631",0,0,0,0,0,0
"Med26",2.930057,3.431774,3.703212,3.31106,3.142419,4.192995
"Zfp949",3.552385,8.429852,4.764339,7.315696,4.819337,3.543083
"Nt5e",2.064416,1.937724,4.138144,1.909364,1.75239,2.662242
"Syncrip",14.840697,14.33304,23.495093,16.882207,14.213441,13.42575
"Snx14",9.23291,8.686618,11.820311,6.688635,8.408994,7.961727
"Magix",5.208617,3.940024,4.873281,2.670444,5.227297,4.360403
"Mndal",1.598869,2.226945,3.558731,4.123355,1.013188,2.480578
"Gm14692",0,0,0,0,0,0
"Syp",3.712688,3.116898,6.646253,4.534751,5.203354,4.744512
"Afap1",8.267224,10.691548,11.47753,8.764185,8.442913,8.976916
"Gm1140",0,0,0,0,0,0
"Gm6760",0,0,0,0,0,0
"Pcdha2",0,0,0,0,0,0
"2900011O08Rik",0.04285,0.15499,0.178326,0.115376,0.015581,0.081193
"NewGene_3553",0,0,0,0.258162,0,0
"NewGene_3552",0.085248,0.265634,0,0.104836,0.259978,0
"NewGene_3550",0.375704,0.625443,0.46204,0.429373,0.042779,0.482206
"NewGene_3556",0,0,0,0.315174,0.106576,0
"NewGene_3555",4.159616,6.80485,4.408938,5.834152,4.704438,3.344057
"NewGene_3554",0,0,0.09016,0.268948,0,0
"Nfam1",0.852721,1.00016,1.48314,0.851305,0.527201,2.061605
"Hspb8",98.272446,96.276924,95.491508,90.598267,95.707733,96.269478
"Disp3",0,0,0,0.006721,0.014673,0
"Zfp729b",1.807888,2.145152,1.353167,1.824921,0.965107,0.742454
"Sox5",0.63743,0.722719,1.10024,0.564917,0.378909,0.69321
"Defb19",0,0,0,0,0,0
"Fbn2",0.076299,0.024066,0.133659,0.057357,0.007144,0.064374
"BC048562",0,0,0,0,0,0
"Tmem150c",0.250124,0.129073,0.048697,0.087426,0.065176,0.086562
"C330018D20Rik",7.055521,6.630939,8.731483,6.509108,8.670896,6.839249
"Megf10",0.0663,0.023887,0.112426,0.012724,0.013121,0.052241
"Lmnb1",2.661089,3.973844,2.50754,3.143303,2.292787,4.302457
"Dlat",121.584038,66.726959,76.108612,73.056534,121.694008,97.561974
"Prrc1",6.566063,8.486423,7.690634,6.492949,5.876586,8.392763
"Olfr1233",0,0,0,0,0,0
"Olfr1234",0,0,0,0,0,0
"Olfr1231",0,0,0,0,0,0
"Olfr1232",0,0,0,0,0,0
"Olfr1229",0,0,0,0,0,0
"Olfr1230",0,0,0,0,0,0
"Olfr1226",0,0,0,0,0,0
"Olfr1224-ps1",0,0,0,0,0,0
"Cyb5r1",21.415665,20.38856,19.892122,19.508172,24.166156,21.595208
"Card11",0.305279,0.472026,0.347838,0.079565,0.158409,0.471494
"Whrn",0.729875,0.644633,0.463594,0.978418,0.471626,0.851928
"Wipi1",12.954174,12.387224,12.944282,11.986923,10.995292,13.113207
"Git2",7.506452,7.920615,9.775447,7.047112,6.691481,9.514391
"Lman1",32.406662,29.250631,29.668857,26.485039,21.026577,24.21692
"Scgb2b2",0,0,0,0,0,0
"Olfr409-ps1",0,0,0,0,0,0
"Inhbe",0,0.007333,0,0,0,0
"Dlgap2",0,0,0,0,0,0
"Rnf152",0.879207,0.23653,0.465812,0.321158,1.210103,0.712453
"Adamts12",1.317516,1.783484,6.887138,4.393051,2.059294,3.877305
"NewGene_2206",0.099667,0,0.095626,0.129302,0.259948,0.088974
"NewGene_2207",0,0,0,0.134474,0,0
"NewGene_2201",0,0.126336,0.259089,0.091114,0.088013,0.350651
"NewGene_2209",0,0.577934,0.285949,0.433814,0,0.074722
"Ctsll3",0,0,0,0,0,0
"Olfr77",0.023889,0.024901,0,0.036974,0.026323,0.024682
"Fam71e1",0.941985,0.556457,0.710775,0.691348,0.670173,0.360811
"Sv2c",0.419108,0.784667,0.286385,0.073465,0.14074,0.086497
"Nbeal2",1.526949,1.999579,1.820947,1.542832,1.786503,2.241652
"NewGene_1951",0.226483,0,0,0,0.131805,0
"4931428F04Rik",0.650241,0.624708,0.484054,0.421297,0.346076,0.551026
"NewGene_1957",0.047596,0.07027,0,0.28274,0.400592,0
"NewGene_1956",0,0.129873,0,0.05379,0,0
"NewGene_1959",0,0.389618,0,0,0,0
"Fmr1",6.605546,9.0754,13.797795,12.194675,6.99562,7.512222
"Adamtsl1",0.905982,1.460943,1.889028,1.245205,0.719424,1.955573
"Hddc2",19.016756,30.653166,12.35578,15.68802,13.3433,13.535976
"Rit2",0.01492,0,0.015928,0,0,0
"Lypd3",0.376655,1.241235,0.524593,0.74234,0.332349,0.287151
"Phex",0,0,0,0,0.027385,0.013486
"Tead1",6.221076,0.892716,13.340319,7.046121,7.264536,8.321705
"Itgb2",5.497262,7.419771,8.149192,4.561072,3.180217,12.656681
"Olfr1021-ps1",0,0,0,0,0,0
"Gm28038",0,0,0,0,0,0
"Scn3a",0.043086,0.028732,0.086822,0.068067,0.026968,0.045381
"5730455P16Rik",4.758857,4.699719,5.76314,5.400316,4.71434,3.710105
"Gm12569",0,0,0,0,0,0
"Olfr954",0,0,0,0,0,0
"Gm20916",0,0,0,0,0,0
"Olfr1307",0,0,0,0,0,0
"Smim20",42.225921,31.281894,19.196815,35.916106,50.201501,38.479355
"Obscn",10.93138,10.245318,8.045754,6.650105,14.948475,11.929229
"Gm8677",0,0,0,0,0,0
"Gm21677",0,0,0,0,0,0
"NewGene_1348",53.483079,81.547604,64.610138,72.162503,40.73716,56.503254
"Gm379",0.30766,0.493166,0.056437,0,0.073027,0.028358
"Gm8660",0,0,0,0,0,0
"Zfp853",0.04444,0.101353,0.068426,0.047815,0.037105,0.121914
"NewGene_4207",0,0,0,0.247498,0,0
"NewGene_4205",0,0.468425,0,0.244326,0.412121,0
"NewGene_4202",0.337123,0.573635,0.90345,0.639924,0.625277,0.749679
"NewGene_4203",0.243173,0.551032,0.451765,0.521159,0.46273,0.538257
"NewGene_4200",0.081436,0,0,0.153975,0.27388,0.095469
"Il10",0.033465,0.025776,0.109652,0.15213,0.025254,0.220745
"Dyrk3",0.474465,0.936283,0.530917,0.695831,0.188501,0.952667
"Il19",0,0,0,0,0,0
"Lnx2",4.662295,5.360681,5.151089,5.745411,3.979416,5.520483
"NewGene_4209",0,0.169083,0,0.216012,0.074653,0.431673
"Cyp2j12",0,0,0,0.021368,0,0
"Zfp472",1.142237,2.096768,1.876834,1.419675,1.16444,1.622023
"4930442H23Rik",0,0,0.055059,0,0,0
"Rpia",16.7808,17.229855,16.555244,24.756327,18.532652,16.216249
"Pate1",0,0,0,0,0,0
"Krtap11-1",0,0,0,0,0,0
"Arhgef12",12.304123,12.597494,17.502157,10.581869,10.837784,12.936098
"Hoxc9",0.693365,0.654288,0.510598,1.03937,0.337021,0.624162
"Acaa1a",57.706356,63.013991,35.088417,60.528959,67.812289,63.85973
"NewGene_2987",0,0,0,0,0,0.164585
"Gm28035",0.839776,1.100021,0.433215,0.701537,0.796349,0.710247
"NewGene_2985",0,0.191779,0.048049,0,0.037784,0
"NewGene_2982",0,0.204836,0,0,0,0
"Frmd7",0.112917,0.093776,0.444033,0.087103,0.065465,0.187106
"0610012G03Rik",42.086437,31.690409,13.104591,32.56023,59.922909,35.964077
"Gm20890",0,0,0,0,0,0
"AI593442",0.046172,0.012589,0.053173,0.005261,0.041465,0.078116
"Foxd1",0.020084,0.061218,0.036078,0.032477,0.04685,0.096398
"Scgb2b18",0,0,0,0,0,0
"Spats2",2.705159,3.949124,4.103119,3.130176,2.31007,3.999738
"Prss58",0,0,0,0,0,0
"NewGene_4974",0,0,0,0.24097,0,0
"NewGene_4975",0.211939,0.769906,0.582326,1.870612,0.729719,0.518269
"NewGene_4978",0.343911,0.198534,0.266103,0.415306,0.207822,0.06711
"NewGene_4979",0,0.205921,0.29915,0.154272,0.287926,0
"Vmn2r26",0,0,0,0,0,0
"Ldah",22.67801,22.449283,34.13768,29.001734,23.34332,31.326117
"Tnfsf12",11.333693,17.646968,8.12842,13.544162,10.053938,17.299461
"E030030I06Rik",0.27264,0.210821,0.347171,0.258663,0.212302,0.177549
"Gdf7",0.110906,0,0,0.020318,0,0.017118
"Gpr160",7.330316,11.047133,7.041214,8.397962,6.337499,7.776599
"Prrt1",0.510696,1.195098,1.130006,1.245688,0.485027,0.780167
"Olfr29-ps1",0,0,0,0,0,0
"NewGene_876",0,0.156597,0.18198,0.22169,0.119001,0
"NewGene_877",0,0,0,0,0.219674,0
"NewGene_875",0.223812,0.381098,0.579149,0.912446,0.306321,0.361239
"Dock3",0.075342,0.093718,0.024967,0.008057,0.012216,0.009414
"Ralyl",0,0,0,0,0,0
"Cplx3",0,0,0,0,0,0
"Wdr34",3.984037,5.247499,4.42337,5.908929,5.423822,5.237419
"Plekhg5",4.043819,5.748123,4.62355,5.149026,4.376725,5.972398
"Slc7a12",0,0,0,0,0,0
"Olfr111",0,0,0,0,0,0
"Gm340",0.400883,0.285135,0.308258,0.278721,0.220134,0.378515
